geo,name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
rus,Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.60209,15.46104,13.7719,7.26336,7.5572,6.10956,6.69223,6.54938,5.86976,5.10339,6.58065,5.75172,5.87572,5.56571,5.50295,4.90444,4.25592,3.86131,3.7789,3.75334,4.08445,3.3439,3.15073,2.92603,2.9936,3.36061,3.8731,3.84022,3.55363,3.39425,3.5303,4.00635,3.67156,3.42029,2.97224,2.74357
rwa,Rwanda,,,,,,74.7917,74.86692,65.85109,65.28338,65.79066,61.61892,61.17859,59.55947,61.02459,59.13528,49.21357,49.2161,46.46098,42.41826,49.03816,45.84684,40.73712,39.78375,38.20267,40.83753,41.83584,37.52635,37.70911,39.22077,40.30891,32.54599,32.13271,33.23762,33.73489,49.75875,44.00045,47.18929,45.96095,45.51746,31.5457,31.18499,31.794,30.19469,33.03537,33.89526,33.77562,30.02611,26.06848,24.78051,25.35753,24.31449,23.8372,24.76543,24.92032,24.68832,23.981,25.15271,26.34544,24.62272,23.56063,26.65592,24.0707,24.88698,26.61213,24.58077
sau,Saudi Arabia,,,,,,,,,4.935,4.91925,4.22762,3.29125,2.80857,2.19298,0.82994,0.91533,0.77454,1.14752,1.49961,1.18424,0.95363,0.97182,1.55235,2.1103,2.70141,3.60334,4.84256,5.61429,6.23081,6.25628,5.636,5.36537,5.54253,5.99861,6.08597,5.8487,5.3678,5.35192,6.14072,5.65432,4.90093,5.13486,5.03754,4.47188,3.86836,3.1854,2.91996,2.74277,2.29269,2.83043,2.61912,2.15289,2.0621,2.14783,2.2794,2.75387,2.91802,2.83526,2.41396,2.45385,2.95557,2.44813,2.21479,2.45769,2.54031
sdn,Sudan,51.42784,51.50305,49.88108,44.84591,41.82871,41.94125,35.13252,34.85796,32.54023,34.50956,38.16491,38.81777,38.53805,39.84134,39.60102,35.81041,34.37769,35.60432,34.7435,32.12931,29.91354,33.37992,34.10534,31.19112,28.60645,31.46633,34.51775,31.61163,39.37288,37.36901,39.01959,40.18435,38.54295,39.90007,34.5307,37.28028,42.38485,45.04225,44.39459,43.2655,40.68217,35.78077,37.66274,38.41661,34.00608,33.19992,31.82011,35.66751,36.18316,33.50668,31.85222,27.84769,33.77462,29.60764,32.62427,31.55645,22.97758,21.23054,21.99347,20.16402,20.32086,6.35709,5.03129,30.27568,22.07589
sen,Senegal,23.28675,23.68081,22.54463,23.29378,23.7278,24.98597,25.54106,23.38996,25.46277,23.07163,23.71914,20.6498,24.26832,22.26365,23.48955,29.77939,29.75666,26.99631,20.79958,23.62593,18.51958,20.66362,21.19901,17.02754,18.42826,21.32741,22.02123,22.62281,19.28707,21.17535,18.46614,18.69641,17.14343,19.16536,17.74001,19.47016,18.33706,18.1914,17.83193,17.37601,16.43925,16.25243,13.38078,15.4911,14.2018,15.1804,13.39515,12.24591,14.68663,16.10773,15.94526,12.94706,14.09769,13.72488,13.36877,14.28258,14.41402,14.98203,14.98752,14.89627,16.14878,15.55126,16.33332,17.41125,15.48755
sgp,Singapore,3.70353,3.51177,3.58993,3.25027,3.33187,3.07012,3.27136,3.04494,3.04967,2.81227,2.56493,2.58445,2.21264,2.28654,2.01069,2.15534,2.04354,1.99166,1.66545,1.54911,1.50949,1.46317,1.34339,1.17846,1.06996,0.92113,0.717,0.55061,0.41698,0.3559,0.32344,0.25005,0.19736,0.17279,0.17316,0.14486,0.15003,0.13292,0.11138,0.11125,0.09213,0.08236,0.07103,0.06113,0.05565,0.05505,0.04887,0.04287,0.04143,0.04069,0.03615,0.03461,0.03327,0.03438,0.03454,0.03261,0.03152,0.03076,0.03012,0.03225,0.03282,0.03055,0.02598,0.02885,0.02744
slb,Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.46303,62.53202,64.67323,60.51951,51.79199,46.77659,43.25802,42.62786,36.69543,33.59829,34.40593,23.90119,30.02356,35.82775,35.54198,31.2467,30.69619,30.81723,31.53782,30.43244,32.46445,32.82244,33.33793,33.61804,34.75833,33.22256,34.44694,33.28014,33.96876,32.67115,34.11984,35.04359,33.75553,,
sle,Sierra Leone,,,,,34.83711,31.04792,30.9657,34.22407,32.43198,26.76356,25.99383,28.47095,29.67781,29.46218,32.22527,35.66805,38.61642,36.38149,31.9707,30.01938,30.37646,29.32983,33.59302,36.56522,38.57849,42.79258,34.73006,42.46344,43.31348,42.50862,44.02862,36.74505,35.88729,40.30245,37.39516,39.95456,45.21015,57.3956,59.40207,59.86649,55.01416,45.79089,46.85368,46.90232,49.1071,50.10288,27.54031,28.39843,28.99748,30.47197,30.54262,31.58466,30.65709,30.12323,31.9044,34.30256,32.57769,33.33205,34.98523,34.57332,35.17918,33.72792,33.81581,29.06976,25.42714
slv,El Salvador,,,,,,41.37538,38.68663,38.5044,37.39899,36.24929,40.44063,39.19671,38.05906,39.8275,37.2896,35.33321,39.33376,43.00594,37.03628,38.90242,37.95789,34.38962,32.59351,31.18053,28.94213,26.91181,27.42892,20.7536,20.97519,18.31003,16.01368,15.79239,12.96503,12.72881,12.46178,11.52888,10.85033,10.91456,9.46818,7.93373,7.17278,6.68649,5.82298,5.4884,5.72793,6.17166,6.04617,6.99311,7.09011,6.66859,6.98171,7.33019,6.51436,5.61331,5.86687,5.52977,5.73215,5.39301,5.13277,5.14643,5.3548,4.81226,4.55875,4.45041,4.38041
smr,San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02005,0.01362,0.02048,0.01641,0.01528,0.0141,0.01663,0.01149,,
som,Somalia,64.44534,64.16365,64.94706,64.03267,64.51359,63.43845,61.86902,59.6353,54.62891,53.74677,48.86084,48.15491,50.83348,56.48773,31.24104,45.77144,47.26248,55.93025,55.02143,51.14078,64.47725,62.7539,62.94871,60.71052,65.20489,63.67625,59.51963,60.81671,65.86361,56.18418,55.79418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srb,Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.16063,15.30858,14.67144,14.13471,15.71118,14.66698,12.77778,8.51014,7.02904,7.6271,6.16014,6.22223,5.50487,6.35977,5.9916,6.11651,6.348,6.04364,6.29965,6.11738,5.60595,5.70664,5.05779,5.20469,4.76475,5.05374,5.15586,5.33834,3.7866,3.14789
ssd,South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.19544,5.22004,5.29379,4.67694,6.17613,9.63581,7.59651,10.35503,,,,,,,,,
stp,Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.47767,10.49162,11.63189,12.33191,12.86573,13.40696,13.27958,14.13487,13.0514,12.74752,11.81812,11.92965,14.14705,15.26618,13.93176,13.70641,12.83988
sur,Suriname,9.53337,9.28505,8.78175,8.77332,9.04018,9.21181,8.24796,7.81604,7.85167,6.91315,6.47508,6.51163,6.69979,6.31905,7.08796,6.2406,7.0821,7.17849,6.23385,7.41214,7.73585,7.87402,7.86885,7.18732,7.75463,8.19015,9.31538,10.40816,10.07752,8.99373,8.08445,8.815,11.15505,18.87776,16.32198,13.98638,14.78348,11.70173,8.38727,8.44662,9.53925,9.09487,6.70477,6.47972,5.22488,4.91937,9.99167,10.14762,8.92968,9.84208,9.47219,8.73236,8.38506,8.48595,9.38476,10.40816,10.76613,10.91776,10.03247,8.59608,8.13603,9.67766,7.29566,7.4745,
svk,Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12957,2.14605,1.94136,2.00526,1.5194,1.58663,1.98525,1.90902,1.67052,1.50647,1.47126,1.69161,2.13456,2.36047,1.90943,1.49859,1.79373,1.79463,2.07433,2.61493,2.04597,2.06264,1.84814,2.00933,1.61701,1.72918,1.8732,1.92999,2.12517,2.02886
svn,Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8283,3.60578,3.66283,3.48187,2.93554,3.00268,2.72189,2.89428,2.21615,2.40214,2.42413,2.09206,2.03283,1.75871,1.76138,1.81943,2.04087,1.82601,1.83077,1.82135,1.97361,1.8513,1.69304,1.99134,1.77041,1.8973,1.51125,1.71023,1.51932,1.49228
swe,Sweden,,,,,,,,,,,,,,,,,,,,,4.46062,4.52081,4.6598,4.59846,4.59008,4.55001,4.38523,4.15887,3.97378,3.9038,3.56465,2.99817,2.84843,2.6835,2.67949,2.65648,2.33937,2.26622,2.12334,1.94975,1.7848,1.79176,1.75199,1.71154,1.68061,1.16031,1.24038,1.43885,1.25959,1.13933,1.36164,1.4117,1.25257,1.23062,1.25159,1.30289,1.27441,1.31526,1.27924,1.29095,1.19967,1.11492,1.0402,0.99241,1.14747
swz,Eswatini,31.53076,30.26073,34.75006,38.79588,36.84178,33.06773,35.70128,27.52809,23.15789,29.08367,30.08739,33.5041,35.90426,29.87013,27.72829,24.85929,25.7384,26.09682,31.3977,28.53848,19.51716,19.28529,16.41254,13.93244,17.7793,16.94704,18.97106,14.17641,13.81173,13.04847,8.87149,9.83193,7.71966,8.87001,11.42108,10.07948,11.98419,10.87054,11.02436,11.11877,12.31598,12.09922,12.50254,12.38526,9.65947,10.97176,11.18422,10.75418,9.99945,9.25039,10.15621,9.71988,10.20334,8.37419,8.20321,7.37823,5.37575,8.11465,7.38623,7.42606,7.65528,7.20232,7.58206,6.77914,
syc,Seychelles,,,,,,,,,,,,,,,,,9.62185,9.16464,8.40619,7.29619,6.38232,7.30014,5.9714,7.22967,6.0215,5.36883,5.61307,4.94183,4.41682,4.00831,4.48913,4.45966,3.57214,3.8964,3.85622,3.8957,3.63648,3.25934,2.45518,2.89437,2.641,2.63784,2.69362,2.46145,3.2271,3.03801,2.78226,2.6279,2.53632,2.24129,2.23546,2.19346,1.99985,2.71276,2.33075,2.05307,1.91491,2.13181,2.07835,2.12955,1.96125,2.44466,2.4356,2.49645,2.45103
syr,Syria,,,,,,,,,,,22.41176,21.83951,26.52796,18.91289,21.65983,19.01248,20.68756,19.87191,22.026,18.40971,20.87381,19.15867,19.91045,21.03805,19.33185,20.63322,23.45972,25.33983,30.55142,23.64906,28.28516,30.67588,31.71246,29.00847,27.84108,28.20159,27.71731,25.77387,29.3864,24.34586,24.73395,25.29794,25.00504,24.65548,22.43326,20.2931,21.4568,19.45881,18.7564,22.79501,19.43897,20.6469,23.4323,25.10493,26.86013,33.13046,34.16687,40.63561,39.00988,40.74104,33.88269,40.12846,43.05999,,
tcd,Chad,39.72092,38.73725,38.47387,38.02655,36.59091,35.84336,36.55656,39.90414,39.52595,38.38861,37.10214,37.21627,37.8145,36.47669,36.7001,36.95937,35.77671,35.49884,36.09208,41.26618,45.7324,40.27126,39.9724,38.88458,32.57152,37.04538,31.67456,31.77957,35.19042,30.1661,27.88865,35.50783,34.32437,31.37197,37.21829,35.05874,37.54797,38.34468,39.00492,38.0688,40.70514,40.29544,37.90293,25.63394,29.77426,29.28199,32.13355,29.35142,29.05754,33.15669,33.25095,27.15633,27.0844,31.71286,31.16881,33.62103,39.37162,38.43009,37.61814,37.59037,38.81729,35.7885,35.22798,35.04178,32.15083
tgo,Togo,,,,56.17282,51.82289,47.12644,43.87947,44.21053,44.57429,42.95975,32.1574,30.52503,29.68036,32.07965,25.40168,27.4357,35.0697,40.10663,23.72881,22.60339,26.46812,27.2093,26.88172,30.10067,33.39707,32.61314,34.89385,32.89824,33.75394,32.22892,15.19862,14.32142,15.44791,18.7011,14.96564,16.74744,19.57382,21.28186,19.72973,20.65551,14.80521,15.16446,15.74036,14.57239,15.40587,17.33256,16.96091,16.92987,20.68177,21.34845,21.0779,19.86507,20.97605,19.13964,19.33893,18.92195,20.38518,20.31546,19.64937,19.51453,19.07689,18.36499,18.70014,18.13083,18.03917
tha,Thailand,36.44438,35.83823,34.0027,33.06552,30.6342,31.92325,33.40021,29.24378,28.68293,28.68472,25.91588,23.92438,25.33804,27.69023,27.00573,26.87108,26.69553,24.7831,24.49816,23.99356,23.23988,21.3571,18.54845,20.06017,17.57386,15.80937,15.66415,15.73344,16.17806,15.07529,12.49963,12.64983,12.29734,8.02583,8.62755,9.08122,9.06342,9.0649,10.25923,8.893,8.49985,8.57929,8.69218,9.44135,9.29111,9.19436,9.40199,9.34768,10.07243,9.78703,10.52218,11.59179,11.5041,11.32222,10.08892,8.87272,8.47808,8.40641,8.20182,8.12857,8.70285,8.69291,8.71945,8.56278,8.715
tjk,Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,32.66332,33.05228,30.80645,31.68605,32.02899,33.33333,36.09467,29.52087,20.97983,19.63812,36.69169,36.03593,32.01183,25.10131,25.38864,25.12453,23.80841,22.2321,24.19456,19.22235,21.19169,21.45107,19.43473,19.86728,18.552,19.58668,23.83551,23.32682,21.32089,23.77378,21.59057,20.85698,20.2833,19.77196,20.86707,22.69043,22.44908,22.93485,22.85886,
tkm,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,25.92593,28.57143,33.33333,32.20339,10.875,18.16367,32.68349,16.21166,12.63226,20.23402,25.15899,24.84169,22.53877,23.09804,20.9328,19.1196,18.35546,18.532,17.19787,18.85481,10.72165,10.51535,11.34054,8.88435,8.50147,8.47439,8.29544,9.30654,10.52744,11.11781,11.04157,10.81136,11.49205,11.80796,10.93449,11.29165,
tls,Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.42739,21.55371,24.67527,24.87367,30.78841,28.91251,32.20429,29.99742,30.15551,24.96286,25.59641,22.16024,25.79649,21.31999,21.05071,17.82776,17.06307,17.12939,17.77136,14.12916,13.26215,8.6705,10.33449,16.86014,
ton,Tonga,,,,,,,,,,,,,,,,42.40755,39.97063,38.02104,35.70262,36.2318,33.4026,33.81829,32.73577,31.08394,32.50878,31.86121,32.9344,32.75119,31.64532,30.43673,29.91315,30.6548,32.78561,34.11019,21.53735,20.70422,20.30945,20.21347,21.26126,22.38407,19.63692,18.28744,18.10623,19.16298,20.24799,17.76087,15.77179,16.70799,14.7436,15.51313,16.43799,17.06596,16.636,17.07331,16.31959,16.85066,16.60674,16.81937,17.38282,20.24119,17.45586,15.13469,15.57194,17.5056,
tto,Trinidad and Tobago,,,,,,,6.70589,6.47085,6.76637,6.76976,6.64963,6.61773,7.11026,5.70548,4.58177,5.03575,4.87316,4.10206,3.65163,3.36055,2.58787,2.59698,2.3888,2.1317,1.32674,2.43484,2.76304,2.76806,2.71623,2.45033,2.54097,2.4771,2.53568,2.51492,2.22232,2.31283,2.08491,2.16723,2.05806,1.93592,1.35719,1.28638,1.39847,0.94788,0.76148,0.484,0.56688,0.37166,0.36551,0.59515,0.52015,0.45654,0.62386,0.71277,0.66856,0.92205,0.99243,1.08561,0.96429,0.76157,1.05713,0.91029,0.75912,0.82377,
tun,Tunisia,,,,,,20.79569,17.8591,16.29825,17.5788,15.91849,17.03282,19.38266,21.45199,19.7429,18.72981,18.47938,17.75479,15.81733,15.08917,13.54209,14.13077,13.66651,13.15461,12.37805,14.21153,15.81437,13.01184,16.46734,11.83059,12.91567,15.72067,16.7207,16.12237,14.70913,12.55802,11.36654,13.7132,11.2346,10.60075,10.60634,10.00632,9.42186,8.29848,9.2915,9.90255,9.16983,9.28071,8.64202,7.84865,8.45661,6.84615,7.57684,8.30026,7.96931,8.57166,9.20601,8.52552,8.98605,9.88853,9.76626,10.3917,10.09011,10.71174,9.33124,
tur,Turkey,54.91924,51.73853,52.80199,53.32618,50.49702,46.1467,47.20252,44.53125,41.5873,40.86758,39.08397,37.36082,34.31339,33.95604,36.00242,35.37077,32.51944,31.43993,31.80353,27.90756,26.14614,24.16276,22.35375,20.91501,21.20143,19.69056,19.5126,17.81847,17.25896,16.58598,17.47623,15.24708,14.98367,15.41602,15.46283,15.6932,16.85456,14.46115,12.45032,10.45783,10.03285,8.78804,10.19076,9.79515,9.32742,9.16534,8.09488,7.45703,7.42467,8.07199,8.96693,8.17396,7.69488,6.67611,6.55724,6.86838,6.14229,6.03863,5.79162,6.40176,6.66994,5.53375,6.47693,6.15948,5.59255
tuv,Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.68098,22.35213,21.4221,21.80215,21.81096,22.23328,24.03945,22.81791,20.13206,19.15359,16.33846,17.30556,15.94258,16.29,17.64774,19.43333,21.65938,22.07941,21.01053,23.33889,26.51429,25.82632,19.62474,19.0145,18.24419,15.91633,,,,,,,,,
tza,Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.95472,30.19993,30.78504,30.86767,28.63659,30.05888,30.30902,29.33688,26.76208,26.44139,26.21727,25.80916,25.17174,24.91929,25.70581,24.64884,23.66931,23.24549,24.76549,26.03519,25.58241,24.97686,26.55093,26.79087,25.80258,26.74589,27.44414,28.75348,27.8686,26.59431,25.2549,24.78845,24.25697,23.68715,23.40678
uga,Uganda,49.87486,49.92284,49.18083,47.51292,47.2434,49.06616,48.03328,45.83876,44.42645,45.36959,51.02812,54.04524,54.49765,58.59658,60.48771,70.61594,71.87104,73.28726,73.65537,65.2178,71.76304,58.32648,50.2411,53.05758,49.75668,48.37572,53.09797,54.7545,54.2744,54.37623,53.28291,49.37254,48.20294,48.28488,46.16985,45.29539,41.0372,38.11996,38.25105,34.78598,27.50911,27.85024,23.43343,24.50702,21.67035,25.07494,24.03493,22.27811,21.3846,34.87286,32.86801,28.96925,27.17726,26.03032,24.81998,23.47237,22.66032,23.45884,23.25029,22.94551,23.92903,23.8418,24.01172,24.08957,24.66898
ukr,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.76302,20.04219,22.26351,24.46707,24.64883,20.85198,21.54067,14.5724,13.76976,12.22905,12.5154,12.06807,11.87501,13.95179,13.97609,12.60325,10.49954,10.43704,8.87531,7.23906,6.283,6.5354,6.9054,7.40221,8.15022,7.76131,8.69231,10.15461,12.05938,11.7257,10.17766,10.13953,8.96518,9.31015,10.88577,8.57298,7.55195,7.11117
ury,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,13.40118,14.62803,13.59511,12.65182,13.71186,12.34948,11.54867,9.20846,8.49783,8.81564,7.36676,7.92534,8.61611,8.01606,6.55147,6.82374,5.81525,5.99419,5.5867,7.52966,9.63878,10.99679,8.74584,8.91385,8.49936,9.16892,7.887,7.20206,8.82916,8.12177,7.6162,6.73546,6.13144,6.67872,5.4064,5.82387,6.5028,7.2067,7.73427,6.9184,6.09101,6.42189
usa,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2665,1.11164,0.96896,0.96497,0.95224,0.88449,1.0061,1.18283,0.99846,0.92027,1.0105,0.9922,0.89314,0.96846,1.15314,1.10408,1.27866,1.13914,0.99561,0.89068,0.90169,0.85744,0.76237,0.76283,0.96541,1.11508,0.98907,0.85109
uzb,Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.50515,28.0335,31.13558,33.11399,37.09319,35.13919,27.58509,34.3456,28.04992,22.36476,28.19861,26.8,29.02295,30.0559,29.97381,30.12268,28.46201,26.44401,26.33106,25.07941,23.2359,19.68961,18.63268,26.92203,29.69858,28.96356,27.8106,28.69633,29.22072,29.27665,25.45625,23.92626,21.84191,22.52771,22.15473,20.97377,20.16765,18.32598
vct,St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,,11.89915,14.26358,12.50877,9.99622,11.76853,11.02428,10.38345,12.14937,12.17159,12.37772,11.32141,13.68791,13.02866,14.16971,12.47311,13.2262,9.78746,7.06992,9.1981,8.15513,6.44849,7.0581,6.93973,8.4664,6.84748,6.98621,6.10488,5.85289,6.59731,6.14814,5.95899,6.03591,6.34514,6.26507,6.33056,6.15236,6.54391,6.55415,6.2603,6.75105,6.76903,7.10938,7.00321,8.64274,5.20749,4.63942,4.20063,3.54621
ven,Venezuela,,,,,,,,,6.44978,7.09072,6.46535,6.31666,5.90745,6.01504,4.86876,5.54607,5.14537,5.55932,5.70821,5.35225,5.29746,5.42481,5.71285,6.118,4.95325,5.60676,6.42009,5.91573,6.41382,5.89726,5.21214,5.29186,5.13763,5.17534,4.87994,5.04047,4.08962,4.49549,4.95043,4.35106,3.93299,4.23151,3.84705,4.31315,3.71882,3.69518,3.6568,3.81354,4.15842,5.66218,5.37527,5.01293,5.01637,4.90255,5.02675,,,,,,,,,,
vnm,Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,38.06344,40.55749,46.29702,42.06742,38.73674,40.48913,33.93859,29.86995,27.42783,27.18269,27.75883,25.77171,25.78078,25.43444,24.53458,23.24105,23.02944,22.54244,21.8077,19.29998,18.72679,18.6551,20.41314,19.16846,15.37509,16.25915,16.19951,15.21561,14.88035,14.47473,13.81826,12.92988,12.30667,11.78453,12.6554,12.60309,11.8803,11.86167,11.86349
vut,Vanuatu,,,,,,,,,,,,,,,,,,,,21.95122,17.68729,18.52897,17.11874,23.54908,25.09591,26.09971,22.46585,19.10574,18.78326,19.02977,19.58116,15.5348,15.19676,16.9552,15.27717,15.42589,16.51027,15.70904,26.09801,24.84607,22.96413,23.52988,24.26613,22.82889,23.59875,22.2745,20.98496,20.9592,20.01403,19.39074,19.54274,20.85915,21.6187,21.52123,23.83565,21.60439,20.92861,21.37068,21.2194,21.12052,22.8688,23.30035,24.88014,,
wsm,Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.08275,17.77813,18.1349,20.16169,18.41417,15.98404,15.07635,13.22813,11.99226,10.98888,11.74037,12.48658,10.986,10.66499,10.02986,11.23741,10.14209,8.74915,8.99063,9.36699,8.97743,8.32395,8.6444,9.90758,9.14766,9.10455,9.53628,9.85279,9.99265,10.97386,10.99725
yem,Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.39136,26.16144,27.46039,25.66215,27.57413,22.57692,18.15761,17.44056,21.1747,17.44471,14.46692,14.93853,14.31415,13.74497,12.41537,11.09324,10.70558,10.41929,10.19686,10.01907,9.87371,9.75264,16.99033,17.68498,17.67657,20.20594,25.09091,26.96107,28.74514,,,,,,
zaf,South Africa,9.04145,9.31715,8.95863,8.83529,7.64637,7.43439,7.70367,8.49482,7.13702,6.66667,5.7469,6.23507,6.15515,5.92211,7.17207,6.32524,5.5613,5.81997,5.58205,5.00188,5.30465,5.43192,4.70217,3.65363,3.95745,4.28584,4.12008,4.6263,4.76801,4.39916,3.77706,3.7435,3.14921,3.42257,3.75545,3.12159,3.41659,3.2659,3.03418,2.8464,2.61475,2.81245,2.95697,2.65398,2.41172,2.08512,2.05098,2.35591,2.57249,2.3995,2.10779,2.04389,1.97671,1.92685,2.12575,2.23398,2.41419,2.4938,2.2607,1.95032,2.57866,2.48808,2.70991,2.61681,2.92153
zmb,Zambia,11.46063,12.76159,12.34542,13.01928,11.98094,14.31398,13.44633,12.84461,11.38689,9.6657,10.65195,13.0409,12.87477,11.30911,10.64545,13.111,14.19878,16.39146,16.12832,14.93009,13.98355,15.62518,13.46202,14.19927,14.54472,13.08276,12.17138,10.88388,16.40171,19.14076,18.20258,15.81403,21.26755,30.47873,11.8265,14.08937,13.29824,13.98255,15.86841,18.18997,16.14977,15.52748,15.36143,15.6171,15.58094,14.58855,13.20627,12.1056,11.454,11.55278,9.42095,9.64806,9.32164,8.22652,6.7796,4.98084,6.22847,4.02427,3.34112,2.86077,2.97263,3.00092,3.09402,2.23012,1.79952
zwe,Zimbabwe,,,,,,18.76438,21.12672,21.85706,16.90325,19.53678,16.31204,18.49472,18.97019,15.92595,19.47164,18.59711,18.58866,17.48063,14.06929,13.08537,15.07753,16.60812,14.80852,9.92392,13.43657,20.72656,16.13588,13.12383,14.82531,13.39882,14.83205,13.54691,6.75157,13.73791,17.08008,13.46597,19.34262,16.69573,18.89032,15.48127,15.66706,15.62707,12.56837,14.79336,18.0638,17.14824,19.23012,21.19769,19.02107,10.74253,9.60991,8.66594,8.04456,7.14449,8.74529,8.28427,7.87396,7.24773,7.31938,9.81926,8.77286,8.8499,7.17055,4.10825,5.4447
